Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides PM1_rep_1	Peptides PM1_rep_2	Peptides PM1_rep_3	Peptides PM2_rep_1	Peptides PM2_rep_2	Peptides PM2_rep_3	Razor + unique peptides PM1_rep_1	Razor + unique peptides PM1_rep_2	Razor + unique peptides PM1_rep_3	Razor + unique peptides PM2_rep_1	Razor + unique peptides PM2_rep_2	Razor + unique peptides PM2_rep_3	Unique peptides PM1_rep_1	Unique peptides PM1_rep_2	Unique peptides PM1_rep_3	Unique peptides PM2_rep_1	Unique peptides PM2_rep_2	Unique peptides PM2_rep_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type PM1_rep_1	Identification type PM1_rep_2	Identification type PM1_rep_3	Identification type PM2_rep_1	Identification type PM2_rep_2	Identification type PM2_rep_3	Sequence coverage PM1_rep_1 [%]	Sequence coverage PM1_rep_2 [%]	Sequence coverage PM1_rep_3 [%]	Sequence coverage PM2_rep_1 [%]	Sequence coverage PM2_rep_2 [%]	Sequence coverage PM2_rep_3 [%]	Intensity	Intensity PM1_rep_1	Intensity PM1_rep_2	Intensity PM1_rep_3	Intensity PM2_rep_1	Intensity PM2_rep_2	Intensity PM2_rep_3	LFQ intensity MME rep_1	LFQ intensity MME rep_2	LFQ intensity MME rep_3	LFQ intensity PME rep_1	LFQ intensity PME rep_2	LFQ intensity PME rep_3	MS/MS count PM1_rep_1	MS/MS count PM1_rep_2	MS/MS count PM1_rep_3	MS/MS count PM2_rep_1	MS/MS count PM2_rep_2	MS/MS count PM2_rep_3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
LOC_Os10g34380.1	LOC_Os10g34380.1	1	1	1	"LOC_Os10g34380.1 LOC_Os10g34380.1|13110.m03059|protein retrotransposon protein, putative, unclassified, expressed"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.3	1.3	1.3	116.64	1078	1078	0.00029197	2.6468	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	1.3	1.3	1.3	1.3	1.3	1.3	76000000	10336000	11639000	11512000	15093000	13006000	14415000	0	0	0	0	0	9420800	1	1	1	1	0	0	4				3557	1081	TRUE	1140	6558;6559;6560;6561;6562;6563	4860;4861;4862;4863	4860		
LOC_Os10g34400.2;LOC_Os10g34400.1	LOC_Os10g34400.2;LOC_Os10g34400.1	2;2	2;2	2;2	LOC_Os10g34400.2 LOC_Os10g34400.2|13110.m03062|protein expressed protein;LOC_Os10g34400.1 LOC_Os10g34400.1|13110.m03061|protein expressed protein	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	1	3.9	3.9	3.9	81.207	727	727;727	0	4.6441	By matching	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	3.9	3.9	3.9	3.9	2.1	1.8	119540000	20723000	15218000	21433000	28236000	17409000	16516000	19843000	16545000	19635000	17328000	0	0	0	1	0	2	0	1	4				3558	856;9923	True;True	903;10477	5130;5131;5132;5133;5134;59267;59268;59269;59270;59271	3816;3817;3818;43739	3816;43739		
LOC_Os10g34480.1	LOC_Os10g34480.1	2	2	2	"LOC_Os10g34480.1 LOC_Os10g34480.1|13110.m03070|protein cytochrome P450, putative, expressed"	1	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	5.2	5.2	5.2	61.697	560	560	0	5.847				By MS/MS	By MS/MS	By MS/MS	0	0	0	5.2	5.2	5.2	97528000	0	0	0	23537000	38511000	35480000	0	0	0	0	24528000	23258000	0	0	0	2	2	2	6				3559	1152;2528	True;True	1213;2682	6967;6968;6969;15388;15389;15390	5149;5150;5151;11371;11372;11373	5151;11372		
LOC_Os10g34750.2;LOC_Os10g34750.1	LOC_Os10g34750.2;LOC_Os10g34750.1	4;4	4;4	4;4	"LOC_Os10g34750.2 LOC_Os10g34750.2|13110.m03104|protein LIG1 - Putative DNA ligase I, expressed;LOC_Os10g34750.1 LOC_Os10g34750.1|13110.m03103|protein LIG1 - Putative DNA ligase I, expressed"	2	4	4	4	1	2	1	3	1	1	1	2	1	3	1	1	1	2	1	3	1	1	7.8	7.8	7.8	89.176	810	810;810	0	6.9221	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.2	3.8	1.2	5.2	2.5	2.6	104300000	10061000	14085000	7207200	44779000	20687000	7478000	0	0	0	28260000	0	0	0	0	1	1	1	1	4				3560	3616;7545;14406;15640	True;True;True;True	3831;7977;15384;16714	21788;21789;21790;21791;45365;87851;87852;95697;95698	16204;33782;65441;71447	16204;33782;65441;71447		
LOC_Os10g35010.1	LOC_Os10g35010.1	48	48	47	"LOC_Os10g35010.1 LOC_Os10g35010.1|13110.m03127|protein ATTIC110/TIC110, putative, expressed"	1	48	48	47	39	42	41	47	46	45	39	42	41	47	46	45	38	41	40	46	45	44	51.8	51.8	50.7	110.79	1011	1011	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	42	46.8	46.7	50.9	46.3	45.3	1.2515E+11	13648000000	13878000000	14499000000	27673000000	27560000000	27895000000	13381000000	12670000000	13027000000	16907000000	16778000000	16668000000	50	51	54	77	79	83	394				3561	116;255;459;601;1902;1903;2659;3044;3101;3102;3103;3505;3506;3559;4686;5244;5644;5691;5692;7164;7227;7332;7725;8249;8398;8582;8595;9676;9703;9754;9755;9848;10741;10742;10809;10889;11378;11705;11910;12009;12095;12536;12766;13436;13577;16034;16035;16519	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	126;272;479;628;2027;2028;2834;2835;3240;3300;3301;3302;3720;3721;3774;4958;5548;5977;6025;6026;7573;7646;7755;8164;8720;8878;9071;9072;9085;10218;10219;10248;10300;10301;10302;10400;11477;11478;11479;11480;11551;11552;11641;12167;12512;12732;12838;12929;12930;13407;13647;14345;14497;17124;17125;17636	761;762;1531;1532;1533;1534;1535;1536;2707;2708;2709;2710;3475;3476;3477;3478;3479;3480;11625;11626;11627;11628;11629;11630;11631;11632;11633;11634;11635;11636;11637;11638;11639;11640;11641;11642;11643;11644;11645;11646;11647;11648;11649;11650;16180;16181;16182;16183;16184;16185;16186;16187;16188;16189;16190;16191;18525;18526;18527;18528;18529;18530;18844;18845;18846;18847;18848;18849;18850;18851;18852;18853;18854;18855;18856;18857;18858;18859;18860;18861;18862;18863;18864;18865;18866;18867;21175;21176;21177;21178;21179;21180;21181;21182;21183;21184;21185;21186;21187;21188;21189;21190;21191;21192;21193;21194;21195;21196;21197;21198;21199;21486;21487;21488;21489;21490;21491;21492;21493;21494;21495;21496;21497;21498;28010;28011;28012;28013;28014;28015;28016;28017;31215;31216;31217;33886;33887;33888;33889;33890;33891;33892;33893;33894;33895;33896;33897;33898;33899;33900;33901;33902;33903;33904;33905;33906;33907;33908;33909;33910;33911;33912;33913;33914;33915;33916;33917;33918;33919;33920;33921;33922;34178;34179;34180;34181;34182;34183;34184;34185;34186;34187;34188;34189;34190;34191;34192;34193;34194;34195;43107;43108;43109;43110;43111;43112;43498;43499;43500;43501;43502;43503;44112;44113;44114;46321;46322;46323;46324;46325;46326;46327;49687;49688;49689;49690;49691;49692;50549;50550;50551;50552;50553;50554;50555;50556;50557;51619;51620;51621;51622;51623;51624;51625;51626;51627;51628;51629;51630;51631;51632;51633;51634;51635;51636;51701;51702;51703;57848;57849;57850;57851;57852;57853;57854;57855;57856;57857;57858;57859;57860;58012;58013;58014;58015;58016;58017;58018;58019;58020;58021;58022;58023;58302;58303;58304;58305;58306;58307;58308;58309;58310;58311;58312;58313;58314;58315;58316;58317;58318;58319;58858;58859;58860;58861;58862;58863;64990;64991;64992;64993;64994;64995;64996;64997;64998;64999;65000;65001;65002;65003;65004;65005;65006;65007;65008;65009;65010;65011;65012;65013;65014;65015;65016;65017;65018;65019;65436;65437;65438;65439;65440;65441;65442;65443;65908;65909;65910;65911;65912;65913;65914;65915;65916;65917;65918;69007;69008;70984;70985;70986;70987;70988;70989;72295;72296;72297;72298;72299;72300;72967;72968;72969;72970;72971;72972;72973;72974;72975;72976;72977;72978;72979;72980;73469;73470;73471;73472;73473;73474;76263;76264;76265;76266;76267;76268;76269;77491;77492;77493;77494;77495;77496;81430;81431;81432;81433;81434;81435;82374;82375;82376;82377;82378;82379;98294;98295;98296;98297;98298;98299;98300;98301;98302;98303;98304;98305;98306;98307;98308;98309;98310;98311;101252;101253;101254;101255;101256;101257;101258	584;1126;1127;1128;1129;1130;1131;2046;2602;2603;2604;2605;2606;2607;8636;8637;8638;8639;8640;8641;8642;8643;8644;8645;8646;8647;8648;8649;8650;8651;8652;8653;8654;8655;8656;8657;8658;8659;8660;8661;8662;8663;8664;8665;11971;11972;11973;11974;11975;11976;11977;11978;11979;11980;13794;13795;13796;13797;13798;13799;14061;14062;14063;14064;14065;14066;14067;14068;14069;14070;14071;14072;14073;14074;14075;14076;14077;14078;14079;14080;14081;14082;14083;14084;14085;15761;15762;15763;15764;15765;15766;15767;15768;15769;15770;15771;15772;15773;15774;15775;15776;15777;15778;15974;15975;15976;15977;15978;15979;15980;15981;15982;15983;15984;15985;15986;15987;20715;20716;20717;20718;20719;20720;20721;20722;20723;20724;20725;20726;23134;25162;25163;25164;25165;25166;25167;25168;25169;25170;25171;25172;25173;25174;25175;25176;25177;25178;25179;25180;25181;25182;25183;25184;25185;25186;25187;25188;25189;25190;25191;25192;25193;25194;25195;25196;25197;25198;25199;25200;25201;25202;25203;25204;25374;25375;25376;25377;25378;25379;25380;25381;25382;25383;25384;25385;25386;25387;25388;25389;25390;32098;32099;32100;32101;32102;32103;32392;32393;32394;32395;32396;32397;32398;32878;32879;32880;34474;34475;34476;34477;36964;36965;36966;36967;36968;36969;37576;37577;37578;37579;37580;37581;37582;37583;38351;38352;38353;38354;38355;38356;38357;38358;38359;38360;38361;38362;38363;38364;38365;38407;38408;38409;42707;42708;42709;42710;42711;42712;42713;42714;42715;42716;42717;42718;42719;42720;42811;42812;42813;42814;42815;42816;42817;42818;43005;43006;43007;43008;43009;43010;43011;43012;43013;43014;43015;43016;43017;43018;43019;43420;43421;43422;43423;43424;43425;43426;43427;43428;43429;43430;43431;43432;43433;43434;43435;48089;48090;48091;48092;48093;48094;48095;48096;48097;48098;48099;48100;48101;48102;48103;48104;48105;48106;48107;48108;48109;48110;48111;48112;48113;48114;48428;48429;48430;48431;48432;48755;48756;48757;48758;51191;52576;52577;52578;52579;52580;52581;53525;53526;54007;54008;54009;54010;54011;54012;54013;54014;54015;54016;54017;54018;54352;54353;54354;54355;56530;56531;56532;56533;56534;57337;57338;57339;60279;60280;60281;60282;60283;60284;60285;61046;61047;61048;61049;61050;61051;61052;61053;61054;73535;73536;73537;73538;73539;73540;73541;73542;73543;73544;73545;73546;73547;73548;73549;73550;73551;73552;73553;73554;75855;75856;75857;75858;75859;75860	584;1129;2046;2606;8642;8660;11979;13796;14072;14082;14085;15767;15778;15981;20718;23134;25197;25380;25389;32103;32396;32879;34474;36969;37578;38363;38407;42715;42812;43011;43019;43427;48103;48113;48431;48756;51191;52579;53526;54017;54355;56534;57337;60280;61051;73536;73549;75855	1268;1269;1270;1271;1272;1273;1274	233;235;297;341;531;593;747
LOC_Os10g35030.1;LOC_Os10g35030.3;LOC_Os10g35030.2	LOC_Os10g35030.1;LOC_Os10g35030.3;LOC_Os10g35030.2	28;25;19	27;24;18	27;24;18	"LOC_Os10g35030.1 LOC_Os10g35030.1|13110.m03130|protein IAP100, putative, expressed;LOC_Os10g35030.3 LOC_Os10g35030.3|13110.m07881|protein IAP100, putative, expressed;LOC_Os10g35030.2 LOC_Os10g35030.2|13110.m03129|protein IAP100, putative, expressed"	3	28	27	27	23	23	23	27	28	27	22	22	22	26	27	26	22	22	22	26	27	26	59.5	57	57	47.219	442	442;431;381	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	52.5	52.5	52.5	59.5	59.5	59.5	2.4159E+11	22435000000	23132000000	21993000000	59559000000	59876000000	54592000000	18593000000	19370000000	19150000000	36442000000	34517000000	31275000000	38	35	38	55	66	67	299				3562	460;1029;2088;2089;3560;4948;5644;5693;5694;5695;7692;7912;8101;8528;8580;8896;9756;10034;10561;10562;10888;12010;12094;12726;12995;16395;16396;16518	True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	480;1084;1085;2225;2226;3775;5240;5977;6027;6028;6029;8129;8360;8564;9015;9068;9069;9397;10303;10304;10594;11244;11245;11246;11247;11640;12839;12927;12928;13605;13884;17504;17505;17635	2711;2712;2713;2714;2715;2716;6239;6240;6241;6242;6243;6244;6245;6246;6247;6248;6249;6250;6251;6252;6253;6254;6255;6256;6257;6258;12719;12720;12721;12722;12723;12724;12725;12726;12727;12728;12729;12730;12731;12732;12733;12734;12735;21499;21500;21501;21502;21503;21504;21505;21506;21507;21508;21509;21510;21511;21512;21513;21514;21515;21516;21517;21518;21519;21520;21521;21522;29525;29526;29527;29528;29529;29530;29531;29532;29533;29534;29535;29536;29537;33886;33887;33888;33889;33890;33891;33892;33893;33894;33895;33896;33897;33898;33899;33900;33901;33902;33903;33904;33905;33906;33907;33908;33909;33910;33911;33912;33913;33914;33915;33916;33917;33918;33919;33920;33921;33922;34196;34197;34198;34199;34200;34201;34202;34203;34204;34205;34206;34207;34208;34209;34210;34211;34212;34213;34214;34215;34216;34217;34218;34219;34220;34221;34222;34223;34224;34225;34226;34227;34228;34229;34230;34231;34232;34233;34234;34235;34236;34237;34238;34239;34240;34241;34242;34243;34244;34245;34246;34247;34248;34249;34250;34251;46131;46132;46133;47516;47517;47518;47519;47520;47521;47522;47523;47524;47525;47526;47527;48816;48817;48818;48819;48820;48821;51303;51304;51305;51306;51307;51308;51585;51586;51587;51588;51589;51590;51591;51592;51593;51594;51595;51596;51597;51598;51599;51600;51601;51602;51603;51604;51605;51606;51607;51608;51609;51610;51611;53478;53479;53480;58320;58321;58322;58323;58324;58325;58326;58327;58328;58329;58330;58331;58332;58333;58334;58335;58336;58337;58338;58339;58340;58341;58342;58343;58344;60107;60108;60109;60110;60111;60112;60113;60114;60115;60116;60117;60118;63639;63640;63641;63642;63643;63644;63645;63646;63647;63648;63649;63650;63651;63652;63653;63654;63655;63656;63657;63658;63659;63660;63661;63662;63663;63664;63665;63666;63667;63668;63669;63670;63671;63672;63673;63674;63675;63676;63677;63678;63679;65901;65902;65903;65904;65905;65906;65907;72981;72982;72983;72984;72985;72986;73461;73462;73463;73464;73465;73466;73467;73468;77261;77262;77263;78812;78813;78814;78815;78816;78817;100449;100450;100451;100452;100453;100454;100455;100456;100457;100458;100459;100460;101241;101242;101243;101244;101245;101246;101247;101248;101249;101250;101251	2047;2048;2049;2050;2051;2052;4633;4634;4635;4636;4637;4638;4639;4640;4641;4642;4643;4644;4645;4646;4647;4648;4649;4650;9468;9469;9470;9471;9472;9473;9474;9475;9476;9477;9478;9479;9480;9481;9482;15988;15989;15990;15991;15992;15993;15994;15995;15996;15997;15998;15999;16000;16001;16002;16003;16004;16005;16006;16007;16008;16009;16010;16011;16012;16013;21861;21862;21863;21864;21865;21866;21867;21868;21869;25162;25163;25164;25165;25166;25167;25168;25169;25170;25171;25172;25173;25174;25175;25176;25177;25178;25179;25180;25181;25182;25183;25184;25185;25186;25187;25188;25189;25190;25191;25192;25193;25194;25195;25196;25197;25198;25199;25200;25201;25202;25203;25204;25391;25392;25393;25394;25395;25396;25397;25398;25399;25400;25401;25402;25403;25404;25405;25406;25407;25408;25409;25410;25411;25412;25413;25414;25415;25416;25417;25418;25419;25420;25421;25422;25423;25424;25425;25426;25427;25428;25429;25430;25431;25432;25433;34326;34327;34328;35383;35384;35385;35386;35387;35388;35389;35390;35391;35392;35393;35394;35395;35396;35397;35398;35399;36352;36353;36354;36355;36356;36357;38127;38128;38129;38130;38131;38132;38321;38322;38323;38324;38325;38326;38327;38328;38329;38330;38331;38332;38333;38334;38335;38336;38337;38338;38339;38340;38341;38342;38343;38344;39684;39685;39686;43020;43021;43022;43023;43024;43025;43026;43027;43028;43029;43030;43031;43032;43033;43034;43035;43036;43037;43038;43039;43040;43041;43042;43043;44462;44463;44464;44465;44466;44467;44468;44469;44470;44471;44472;44473;44474;44475;47085;47086;47087;47088;47089;47090;47091;47092;47093;47094;47095;47096;47097;47098;47099;47100;47101;47102;47103;47104;47105;47106;47107;47108;47109;47110;47111;47112;47113;47114;47115;47116;47117;47118;47119;47120;47121;47122;47123;47124;47125;47126;48753;48754;54019;54020;54021;54022;54023;54024;54348;54349;54350;54351;57198;57199;57200;57201;57202;58363;58364;58365;58366;58367;58368;75171;75172;75173;75174;75175;75176;75177;75178;75179;75180;75843;75844;75845;75846;75847;75848;75849;75850;75851;75852;75853;75854	2050;4645;9470;9478;15994;21864;25197;25399;25416;25427;34328;35396;36355;38130;38344;39684;43038;44469;47085;47122;48754;54021;54349;57198;58366;75175;75178;75853	1275;1276;1277;1278;1279	216;270;314;390;397
LOC_Os10g35070.2;LOC_Os10g35070.1	LOC_Os10g35070.2;LOC_Os10g35070.1	1;1	1;1	1;1	"LOC_Os10g35070.2 LOC_Os10g35070.2|13110.m03136|protein alpha-galactosidase precursor, putative, expressed;LOC_Os10g35070.1 LOC_Os10g35070.1|13110.m03134|protein alpha-galactosidase precursor, putative, expressed"	2	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	4.2	4.2	4.2	39.216	361	361;413	0.0014298	2.4612	By MS/MS	By matching	By matching				4.2	4.2	4.2	0	0	0	36594000	11016000	8787200	16791000	0	0	0	0	0	15962000	0	0	0	1	0	0	0	0	0	1				3563	4106	TRUE	4350	24680;24681;24682	18349	18349		
LOC_Os10g35110.2;LOC_Os10g35110.1	LOC_Os10g35110.2;LOC_Os10g35110.1	1;1	1;1	1;1	"LOC_Os10g35110.2 LOC_Os10g35110.2|13110.m03143|protein alpha-galactosidase precursor, putative, expressed;LOC_Os10g35110.1 LOC_Os10g35110.1|13110.m03141|protein alpha-galactosidase precursor, putative, expressed"	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.1	3.1	3.1	45.821	417	417;417	0	2.9902	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	3.1	3.1	3.1	3.1	3.1	3.1	210560000	39240000	45430000	36569000	33364000	27227000	28727000	0	0	0	0	0	18775000	1	0	0	1	1	0	3				3564	4000	TRUE	4241	24093;24094;24095;24096;24097;24098	17942;17943;17944	17942		
LOC_Os10g35220.2;LOC_Os10g35220.1	LOC_Os10g35220.2;LOC_Os10g35220.1	1;1	1;1	1;1	"LOC_Os10g35220.2 LOC_Os10g35220.2|13110.m03155|protein KH domain containing protein, putative, expressed;LOC_Os10g35220.1 LOC_Os10g35220.1|13110.m03154|protein KH domain containing protein, putative, expressed"	2	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1.9	1.9	1.9	74.614	677	677;762	0.0017079	2.4142	By MS/MS	By MS/MS	By matching				1.9	1.9	1.9	0	0	0	21357000	7166900	6333500	7856300	0	0	0	0	0	7468500	0	0	0	1	1	0	0	0	0	2				3565	704	TRUE	739	4095;4096;4097	3059;3060	3059		
LOC_Os10g35250.1;LOC_Os01g67080.1	LOC_Os10g35250.1	9;1	9;1	9;1	"LOC_Os10g35250.1 LOC_Os10g35250.1|13110.m03159|protein vacuolar protein-sorting protein bro1, putative, expressed"	2	9	9	9	7	7	6	8	7	8	7	7	6	8	7	8	7	7	6	8	7	8	15.9	15.9	15.9	97.206	883	883;246	0	36.34	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.1	11.3	9.9	14	11.1	14.4	1428300000	208660000	251740000	178430000	275720000	221610000	292120000	236910000	217510000	229320000	143960000	140170000	155640000	6	4	4	4	3	6	27				3566	383;1145;3010;3996;6145;9433;12135;13222;15503	True;True;True;True;True;True;True;True;True	403;1206;3206;4237;6500;9967;12975;14124;16572	2250;2251;2252;2253;2254;6941;6942;6943;6944;6945;6946;18350;18351;18352;18353;18354;18355;24059;24060;24061;24062;36872;36873;36874;36875;36876;36877;56536;56537;56538;56539;56540;56541;73726;73727;80161;80162;94814;94815;94816;94817;94818;94819	1655;1656;1657;1658;5132;5133;5134;13665;13666;13667;13668;13669;13670;17912;17913;17914;27373;41802;41803;41804;41805;54579;54580;59383;70730;70731;70732	1656;5133;13667;17913;27373;41804;54580;59383;70731		
LOC_Os10g35370.1;LOC_Os10g35370.2	LOC_Os10g35370.1;LOC_Os10g35370.2	17;15	17;15	17;15	"LOC_Os10g35370.1 LOC_Os10g35370.1|13110.m03173|protein oxidoreductase, short chain dehydrogenase/reductase family domain containing family, expressed;LOC_Os10g35370.2 LOC_Os10g35370.2|13110.m03172|protein oxidoreductase, short chain dehydrogenase/reductase"	2	17	17	17	12	13	12	16	16	16	12	13	12	16	16	16	12	13	12	16	16	16	58.5	58.5	58.5	42.765	402	402;288	0	297.9	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	37.8	39.3	38.8	56.7	56.7	56.7	32055000000	4186800000	4430800000	3081600000	7484400000	6666900000	6204200000	3825700000	3590500000	3779200000	4426200000	4053200000	3983100000	17	20	19	28	25	27	136				3567	3654;3655;5627;6083;6088;7816;8267;8914;9129;11808;12075;12085;12662;12663;14668;16057;16526	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3871;3872;5958;5959;6437;6442;8259;8740;9415;9638;12624;12625;12907;12917;12918;13540;13541;15666;17148;17643	22010;22011;22012;22013;22014;22015;22016;22017;22018;22019;22020;22021;22022;22023;22024;22025;22026;22027;33770;33771;33772;33773;33774;33775;33776;33777;33778;33779;33780;33781;33782;33783;36539;36540;36541;36542;36543;36544;36545;36546;36547;36568;36569;36570;36571;36572;36573;36574;36575;36576;36577;36578;36579;46921;46922;46923;46924;46925;46926;46927;46928;46929;46930;46931;46932;46933;46934;46935;46936;46937;49792;49793;49794;49795;49796;49797;49798;53594;53595;53596;53597;53598;53599;53600;53601;53602;53603;53604;53605;54892;54893;54894;54895;54896;54897;54898;71629;71630;71631;71632;73380;73381;73382;73383;73384;73416;73417;73418;73419;73420;76942;76943;76944;76945;76946;76947;76948;76949;76950;76951;76952;76953;76954;76955;76956;89528;89529;89530;89531;89532;98454;101288;101289;101290	16391;16392;16393;16394;16395;16396;16397;16398;16399;16400;16401;16402;16403;16404;16405;16406;16407;16408;16409;16410;25063;25064;25065;25066;25067;25068;25069;25070;25071;25072;25073;25074;25075;25076;25077;25078;27123;27124;27125;27126;27127;27128;27129;27130;27131;27145;27146;27147;27148;27149;27150;27151;27152;27153;27154;27155;27156;34985;34986;34987;34988;34989;34990;34991;34992;34993;34994;34995;34996;34997;37035;37036;37037;37038;37039;37040;39770;39771;39772;39773;39774;39775;39776;39777;39778;39779;39780;39781;39782;39783;40714;40715;40716;40717;40718;40719;40720;40721;40722;40723;40724;40725;40726;40727;53048;53049;54286;54309;54310;54311;54312;56968;56969;56970;56971;56972;56973;56974;56975;56976;56977;56978;56979;56980;56981;56982;56983;56984;56985;56986;66797;66798;66799;73666;75878;75879;75880	16395;16408;25078;27130;27148;34992;37037;39778;40715;53048;54286;54310;56977;56982;66799;73666;75878	1280;1281;1282;1283	162;190;261;281
LOC_Os10g35390.1	LOC_Os10g35390.1	1	1	1	"LOC_Os10g35390.1 LOC_Os10g35390.1|13110.m03175|protein acyltransferase, putative, expressed"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.5	4.5	4.5	36.097	332	332	0	4.4699	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.5	4.5	4.5	4.5	4.5	4.5	242490000	32307000	31373000	31285000	54474000	39148000	53904000	0	0	0	0	0	35230000	1	0	1	1	1	1	5				3568	13854	TRUE	14793	84419;84420;84421;84422;84423;84424	62796;62797;62798;62799;62800	62798		
LOC_Os10g35424.1	LOC_Os10g35424.1	1	1	1	LOC_Os10g35424.1 LOC_Os10g35424.1|13110.m03178|protein hypothetical protein	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	5.7	5.7	5.7	18.091	175	175	0.006957	1.7032				By matching	By matching	By MS/MS	0	0	0	5.7	5.7	5.7	224720000	0	0	0	84117000	71170000	69436000	0	0	0	0	0	45380000	0	0	0	0	0	1	1				3569	3605	TRUE	3820	21751;21752;21753	16179	16179	1284	65
LOC_Os10g35550.1;LOC_Os01g15860.1	LOC_Os10g35550.1	4;1	4;1	4;1	"LOC_Os10g35550.1 LOC_Os10g35550.1|13110.m03196|protein pre-mRNA-processing factor 6, putative, expressed"	2	4	4	4	2	4	4	4	4	3	2	4	4	4	4	3	2	4	4	4	4	3	4.2	4.2	4.2	115.06	1039	1039;892	0	11.72	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.1	4.2	4.2	4.2	4.2	2.9	336660000	36197000	56543000	56667000	69486000	65777000	51990000	58655000	48983000	46767000	38490000	34085000	36558000	1	2	3	2	3	3	14				3570	1860;3969;8464;9768	True;True;True;True	1982;4210;8949;10317	11336;11337;11338;11339;11340;11341;23903;23904;23905;23906;23907;50929;50930;50931;50932;50933;50934;58433;58434;58435;58436	8400;8401;8402;8403;8404;8405;17794;17795;17796;17797;37847;37848;43100;43101	8403;17796;37847;43101		
LOC_Os10g35560.2;LOC_Os10g35560.1	LOC_Os10g35560.2;LOC_Os10g35560.1	2;2	2;2	2;2	LOC_Os10g35560.2 LOC_Os10g35560.2|13110.m03198|protein expressed protein;LOC_Os10g35560.1 LOC_Os10g35560.1|13110.m03197|protein expressed protein	2	2	2	2	2	1	1	1	0	0	2	1	1	1	0	0	2	1	1	1	0	0	2.4	2.4	2.4	138.55	1301	1301;1301	0	3.9968	By MS/MS	By MS/MS	By matching	By MS/MS			2.4	1.6	1.6	0.8	0	0	61806000	23605000	11722000	14944000	11535000	0	0	23605000	0	0	0	0	0	2	1	0	1	0	0	4				3571	5050;13675	True;True	5344;14601	30138;30139;83044;83045;83046	22337;22338;61608;61609	22337;61609		
LOC_Os10g35570.1	LOC_Os10g35570.1	1	1	1	LOC_Os10g35570.1 LOC_Os10g35570.1|13110.m03199|protein expressed protein	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	3.2	3.2	3.2	52.131	473	473	0	3.9504	By MS/MS	By MS/MS	By matching	By matching	By MS/MS		3.2	3.2	3.2	3.2	3.2	0	121760000	29083000	30542000	35259000	10594000	16282000	0	0	0	0	0	10400000	0	1	1	0	0	1	0	3				3572	9847	TRUE	10399	58853;58854;58855;58856;58857	43417;43418;43419	43418		
